Date,Account,TradeTime,Symbol,TradeCcy,Side,TradeQuantity,ProductType
2021-06-25,Account,2021-06-25 16:00:21.602,AUDUSD,AUD,B,20122288.73791173,SPOT
2021-06-25,Account,2021-06-25 16:52:23.961,AUDUSD,AUD,B,196189518.6919719,SPOT
2021-06-25,Account,2021-06-25 17:47:56.421,AUDUSD,AUD,B,54043036.64108738,SPOT
2021-06-25,Account,2021-06-25 19:31:29.451,AUDUSD,AUD,S,16153825.83113387,SPOT
2021-06-25,Account,2021-06-25 20:02:38.586,AUDUSD,AUD,B,153735996.1832408,SPOT
2021-06-28,Account,2021-06-28 07:21:29.528,AUDUSD,AUD,B,155876797.2921487,SPOT
2021-06-28,Account,2021-06-28 09:22:45.530,AUDUSD,AUD,S,92810894.21128854,SPOT
2021-06-28,Account,2021-06-28 11:27:14.501,AUDUSD,AUD,B,89574243.65216866,SPOT
2021-06-28,Account,2021-06-28 12:49:24.645,AUDUSD,AUD,B,21806570.74321061,SPOT
2021-06-28,Account,2021-06-28 13:18:20.394,AUDUSD,AUD,B,157004723.2089564,SPOT
2021-06-28,Account,2021-06-28 13:22:04.468,AUDUSD,AUD,S,21129362.31307685,SPOT
2021-06-28,Account,2021-06-28 13:39:17.363,AUDUSD,AUD,S,97984740.19626155,SPOT
2021-06-28,Account,2021-06-28 15:35:11.425,AUDUSD,AUD,S,49695269.61795054,SPOT
2021-06-28,Account,2021-06-28 15:58:24.740,AUDUSD,AUD,B,115626210.5796486,SPOT
2021-06-28,Account,2021-06-28 16:35:46.277,AUDUSD,AUD,B,116911176.6852438,SPOT
2021-06-28,Account,2021-06-28 17:43:58.187,AUDUSD,AUD,B,176112312.5441372,SPOT
2021-06-28,Account,2021-06-28 18:07:07.487,AUDUSD,AUD,S,39802855.96917383,SPOT
2021-06-28,Account,2021-06-28 20:31:25.540,AUDUSD,AUD,B,142438444.2216251,SPOT
2021-06-28,Account,2021-06-28 21:41:00.663,AUDUSD,AUD,S,61620155.867422,SPOT
2021-06-29,Account,2021-06-29 07:49:16.185,AUDUSD,AUD,B,47148945.08942962,SPOT
2021-06-29,Account,2021-06-29 08:14:00.892,AUDUSD,AUD,S,51037724.07164797,SPOT
2021-06-29,Account,2021-06-29 11:25:49.374,AUDUSD,AUD,B,118171763.6820395,SPOT
2021-06-29,Account,2021-06-29 11:49:31.286,AUDUSD,AUD,B,187187817.6403698,SPOT
2021-06-29,Account,2021-06-29 12:57:05.347,AUDUSD,AUD,B,115706712.6303446,SPOT
2021-06-29,Account,2021-06-29 13:44:16.281,AUDUSD,AUD,B,16760498.66713583,SPOT
2021-06-29,Account,2021-06-29 14:08:32.820,AUDUSD,AUD,B,39272379.9450323,SPOT
2021-06-29,Account,2021-06-29 14:32:14.077,AUDUSD,AUD,S,60450157.85493888,SPOT
2021-06-29,Account,2021-06-29 15:34:41.848,AUDUSD,AUD,B,20549100.04604608,SPOT
2021-06-29,Account,2021-06-29 18:28:18.205,AUDUSD,AUD,S,215745908.5807204,SPOT
2021-06-29,Account,2021-06-29 19:06:53.844,AUDUSD,AUD,S,22833528.77246216,SPOT
2021-06-29,Account,2021-06-29 19:16:25.140,AUDUSD,AUD,S,109205629.9443357,SPOT
2021-06-29,Account,2021-06-29 21:34:32.434,AUDUSD,AUD,S,47467527.43958496,SPOT
2021-06-29,Account,2021-06-29 22:15:21.346,AUDUSD,AUD,B,57789750.27496926,SPOT
2021-06-30,Account,2021-06-30 09:06:15.085,AUDUSD,AUD,S,58314839.72724527,SPOT
2021-06-30,Account,2021-06-30 10:51:44.077,AUDUSD,AUD,B,62339486.07114144,SPOT
2021-06-30,Account,2021-06-30 12:51:53.233,AUDUSD,AUD,S,124132406.9211259,SPOT
2021-06-30,Account,2021-06-30 14:29:30.894,AUDUSD,AUD,B,105610088.2822648,SPOT
2021-06-30,Account,2021-06-30 14:39:48.910,AUDUSD,AUD,B,23975931.92523345,SPOT
2021-06-30,Account,2021-06-30 15:47:29.531,AUDUSD,AUD,B,15915595.0602144,SPOT
2021-06-30,Account,2021-06-30 16:00:09.419,AUDUSD,AUD,S,40484368.32381412,SPOT
2021-06-30,Account,2021-06-30 16:56:25.299,AUDUSD,AUD,S,76147537.16625273,SPOT
2021-06-30,Account,2021-06-30 20:40:51.053,AUDUSD,AUD,B,49425337.21332438,SPOT
2021-06-30,Account,2021-06-30 20:43:57.910,AUDUSD,AUD,B,47774409.63080153,SPOT
2021-06-30,Account,2021-06-30 22:15:38.780,AUDUSD,AUD,S,86644774.57059547,SPOT
2021-04-02,Account,2021-04-02 07:52:23.066,EURUSD,EUR,S,202959797.7176309,SPOT
2021-04-02,Account,2021-04-02 13:40:47.178,EURUSD,EUR,B,93965610.26806012,SPOT
2021-04-02,Account,2021-04-02 14:22:02.397,EURUSD,EUR,S,22505589.48609978,SPOT
2021-04-02,Account,2021-04-02 14:28:51.289,EURUSD,EUR,B,88582440.1397258,SPOT
2021-04-02,Account,2021-04-02 15:05:21.962,EURUSD,EUR,B,103513406.6129103,SPOT
2021-04-02,Account,2021-04-02 15:14:59.971,EURUSD,EUR,B,92187420.08088157,SPOT
2021-04-02,Account,2021-04-02 15:14:59.971,EURUSD,EUR,B,58783529.9607832,SPOT
2021-04-02,Account,2021-04-02 15:14:59.971,EURUSD,EUR,B,41160695.26644424,SPOT
2021-04-02,Account,2021-04-02 15:14:59.971,EURUSD,EUR,B,210469243.2563752,SPOT
2021-04-02,Account,2021-04-02 15:14:59.971,EURUSD,EUR,S,119380775.0241831,SPOT
2021-04-02,Account,2021-04-02 15:14:59.971,EURUSD,EUR,B,83225210.87247878,SPOT
2021-04-02,Account,2021-04-02 15:14:59.971,EURUSD,EUR,B,202213008.5388198,SPOT
2021-04-02,Account,2021-04-02 15:14:59.971,EURUSD,EUR,B,20409428.17693576,SPOT
2021-04-02,Account,2021-04-02 15:14:59.971,EURUSD,EUR,B,17806563.37505206,SPOT
2021-04-05,Account,2021-04-05 07:47:10.365,EURUSD,EUR,S,17858174.70168695,SPOT
2021-04-05,Account,2021-04-05 07:55:39.590,EURUSD,EUR,S,192794997.501187,SPOT
2021-04-05,Account,2021-04-05 08:30:00.554,EURUSD,EUR,B,123538371.6295473,SPOT
2021-04-05,Account,2021-04-05 08:33:05.305,EURUSD,EUR,S,19216363.01092803,SPOT
2021-04-05,Account,2021-04-05 08:34:47.156,EURUSD,EUR,S,231885330.8446705,SPOT
2021-04-05,Account,2021-04-05 11:00:35.389,EURUSD,EUR,B,85842666.99617729,SPOT
2021-04-05,Account,2021-04-05 12:43:43.820,EURUSD,EUR,B,60447630.25711291,SPOT
2021-04-05,Account,2021-04-05 15:01:25.376,EURUSD,EUR,B,164139969.740063,SPOT
2021-04-05,Account,2021-04-05 16:31:56.350,EURUSD,EUR,B,50003388.18063028,SPOT
2021-04-05,Account,2021-04-05 18:24:38.400,EURUSD,EUR,S,95061195.97936049,SPOT
2021-04-05,Account,2021-04-05 19:22:27.875,EURUSD,EUR,S,228466087.9988223,SPOT
2021-04-05,Account,2021-04-05 20:31:25.947,EURUSD,EUR,B,77618350.29814392,SPOT
2021-04-05,Account,2021-04-05 20:32:17.227,EURUSD,EUR,B,59429930.55214174,SPOT
2021-04-06,Account,2021-04-06 08:55:13.045,EURUSD,EUR,S,61133973.77193905,SPOT
2021-04-06,Account,2021-04-06 08:58:13.936,EURUSD,EUR,B,77664799.45275933,SPOT
2021-04-06,Account,2021-04-06 10:36:43.933,EURUSD,EUR,B,187808088.8418481,SPOT
2021-04-06,Account,2021-04-06 11:53:49.531,EURUSD,EUR,B,114479890.7684162,SPOT
2021-04-06,Account,2021-04-06 12:35:37.626,EURUSD,EUR,B,115420496.603474,SPOT
2021-04-06,Account,2021-04-06 15:07:56.450,EURUSD,EUR,S,151442823.0701014,SPOT
2021-04-06,Account,2021-04-06 16:50:47.376,EURUSD,EUR,B,101629449.322354,SPOT
2021-04-06,Account,2021-04-06 16:55:25.240,EURUSD,EUR,S,59157119.93002333,SPOT
2021-04-06,Account,2021-04-06 18:18:58.076,EURUSD,EUR,B,20089821.61991298,SPOT
2021-04-06,Account,2021-04-06 20:09:25.935,EURUSD,EUR,B,54518760.50792634,SPOT
2021-04-06,Account,2021-04-06 20:22:40.988,EURUSD,EUR,S,207734689.4191578,SPOT
2021-04-06,Account,2021-04-06 21:28:15.286,EURUSD,EUR,S,90896011.70271635,SPOT
2021-04-06,Account,2021-04-06 22:27:18.545,EURUSD,EUR,B,18944589.74944428,SPOT
2021-04-06,Account,2021-04-06 22:47:02.268,EURUSD,EUR,S,22846212.12631464,SPOT
2021-04-07,Account,2021-04-07 08:18:38.099,EURUSD,EUR,S,23114963.41833845,SPOT
2021-04-07,Account,2021-04-07 09:34:21.085,EURUSD,EUR,B,82320935.52360311,SPOT
2021-04-07,Account,2021-04-07 11:42:03.988,EURUSD,EUR,B,37952816.97530299,SPOT
2021-04-07,Account,2021-04-07 12:29:03.608,EURUSD,EUR,S,54297165.91606848,SPOT
2021-04-07,Account,2021-04-07 13:21:44.261,EURUSD,EUR,B,20570854.37932983,SPOT
2021-04-07,Account,2021-04-07 14:27:42.390,EURUSD,EUR,B,42131002.89343856,SPOT
2021-04-07,Account,2021-04-07 15:50:47.063,EURUSD,EUR,B,24505323.95858318,SPOT
2021-04-07,Account,2021-04-07 17:09:52.974,EURUSD,EUR,B,44631178.14157158,SPOT
2021-04-07,Account,2021-04-07 17:41:37.133,EURUSD,EUR,S,134858687.1579755,SPOT
2021-04-07,Account,2021-04-07 18:08:56.017,EURUSD,EUR,S,76253084.47750285,SPOT
2021-04-07,Account,2021-04-07 18:17:36.790,EURUSD,EUR,B,48098389.41437192,SPOT
2021-04-07,Account,2021-04-07 20:33:22.482,EURUSD,EUR,B,19648003.69925797,SPOT
2021-04-08,Account,2021-04-08 08:13:09.492,EURUSD,EUR,S,39048971.89349867,SPOT
2021-04-08,Account,2021-04-08 08:29:20.666,EURUSD,EUR,B,192150839.464739,SPOT
2021-04-08,Account,2021-04-08 08:36:23.341,EURUSD,EUR,S,86463833.96117017,SPOT
2021-04-08,Account,2021-04-08 09:14:21.273,EURUSD,EUR,B,59322876.00589916,SPOT
2021-04-08,Account,2021-04-08 12:15:12.131,EURUSD,EUR,S,166674757.0037842,SPOT
2021-04-08,Account,2021-04-08 13:22:18.140,EURUSD,EUR,B,24610610.79287902,SPOT
2021-04-08,Account,2021-04-08 13:52:19.366,EURUSD,EUR,S,57967846.47973254,SPOT
2021-04-08,Account,2021-04-08 14:46:53.621,EURUSD,EUR,S,48605572.54869491,SPOT
2021-04-08,Account,2021-04-08 15:15:09.556,EURUSD,EUR,S,157823067.2632344,SPOT
2021-04-08,Account,2021-04-08 15:31:50.648,EURUSD,EUR,B,141670808.9585882,SPOT
2021-04-08,Account,2021-04-08 15:49:38.137,EURUSD,EUR,B,56029459.27530527,SPOT
2021-04-08,Account,2021-04-08 17:52:08.619,EURUSD,EUR,S,185423643.514514,SPOT
2021-04-08,Account,2021-04-08 19:23:48.031,EURUSD,EUR,B,77502047.63142392,SPOT
2021-04-08,Account,2021-04-08 19:41:47.485,EURUSD,EUR,B,59771633.88160989,SPOT
2021-04-09,Account,2021-04-09 10:50:14.058,EURUSD,EUR,S,43308818.39850917,SPOT
2021-04-09,Account,2021-04-09 11:32:26.893,EURUSD,EUR,B,110025406.9198854,SPOT
2021-04-09,Account,2021-04-09 12:43:08.700,EURUSD,EUR,B,60840443.94083321,SPOT
2021-04-09,Account,2021-04-09 12:54:42.808,EURUSD,EUR,S,62164952.97849178,SPOT
2021-04-09,Account,2021-04-09 13:34:21.903,EURUSD,EUR,B,109041751.3623834,SPOT
2021-04-09,Account,2021-04-09 13:54:16.259,EURUSD,EUR,B,86569529.23629433,SPOT
2021-04-09,Account,2021-04-09 15:08:28.779,EURUSD,EUR,B,19294211.85981482,SPOT
2021-04-09,Account,2021-04-09 15:21:18.876,EURUSD,EUR,S,39846921.61902785,SPOT
2021-04-09,Account,2021-04-09 19:24:49.948,EURUSD,EUR,S,52470364.3459361,SPOT
2021-04-09,Account,2021-04-09 20:32:53.629,EURUSD,EUR,B,80726230.22599146,SPOT
2021-04-09,Account,2021-04-09 20:59:59.505,EURUSD,EUR,S,121230257.4655041,SPOT
2021-04-09,Account,2021-04-09 20:59:59.505,EURUSD,EUR,B,132874267.2689259,SPOT
2021-04-09,Account,2021-04-09 20:59:59.505,EURUSD,EUR,B,17325498.99956211,SPOT
2021-04-09,Account,2021-04-09 20:59:59.505,EURUSD,EUR,S,39259135.32148115,SPOT
2021-04-12,Account,2021-04-12 07:07:05.703,EURUSD,EUR,B,55002585.64716205,SPOT
2021-04-12,Account,2021-04-12 12:27:17.481,EURUSD,EUR,S,61922520.56207508,SPOT
2021-04-12,Account,2021-04-12 12:38:26.448,EURUSD,EUR,S,18442338.42100948,SPOT
2021-04-12,Account,2021-04-12 13:47:55.542,EURUSD,EUR,B,40799871.06961198,SPOT
2021-04-12,Account,2021-04-12 13:54:48.682,EURUSD,EUR,S,108899304.0262721,SPOT
2021-04-12,Account,2021-04-12 17:15:03.368,EURUSD,EUR,B,88109614.09471929,SPOT
2021-04-12,Account,2021-04-12 19:06:07.655,EURUSD,EUR,B,92504187.25423515,SPOT
2021-04-12,Account,2021-04-12 19:11:15.562,EURUSD,EUR,S,138304974.5752942,SPOT
2021-04-12,Account,2021-04-12 21:29:39.149,EURUSD,EUR,S,51831942.82581098,SPOT
2021-04-12,Account,2021-04-12 21:50:39.043,EURUSD,EUR,B,100636157.2421156,SPOT
2021-04-13,Account,2021-04-13 08:01:56.673,EURUSD,EUR,S,48057609.35996659,SPOT
2021-04-13,Account,2021-04-13 09:06:14.024,EURUSD,EUR,S,100263029.3136463,SPOT
2021-04-13,Account,2021-04-13 10:17:44.509,EURUSD,EUR,S,57234235.37565395,SPOT
2021-04-13,Account,2021-04-13 11:48:07.525,EURUSD,EUR,B,47965585.67322791,SPOT
2021-04-13,Account,2021-04-13 12:44:06.646,EURUSD,EUR,B,152429750.6315634,SPOT
2021-04-13,Account,2021-04-13 14:04:09.286,EURUSD,EUR,B,17868191.33907557,SPOT
2021-04-13,Account,2021-04-13 14:48:57.712,EURUSD,EUR,S,118907756.8240464,SPOT
2021-04-13,Account,2021-04-13 19:06:46.766,EURUSD,EUR,S,17418320.96362486,SPOT
2021-04-13,Account,2021-04-13 19:16:45.261,EURUSD,EUR,B,94329851.28369182,SPOT
2021-04-13,Account,2021-04-13 20:45:08.980,EURUSD,EUR,B,86453503.89415398,SPOT
2021-04-14,Account,2021-04-14 08:11:13.255,EURUSD,EUR,S,24936448.17965105,SPOT
2021-04-14,Account,2021-04-14 09:04:45.053,EURUSD,EUR,B,37833526.94008499,SPOT
2021-04-14,Account,2021-04-14 10:42:52.026,EURUSD,EUR,S,104291268.8339129,SPOT
2021-04-14,Account,2021-04-14 11:08:26.420,EURUSD,EUR,S,113860743.5685117,SPOT
2021-04-14,Account,2021-04-14 13:20:58.976,EURUSD,EUR,B,154795685.550198,SPOT
2021-04-14,Account,2021-04-14 15:31:20.548,EURUSD,EUR,B,143945719.5752766,SPOT
2021-04-14,Account,2021-04-14 15:35:00.223,EURUSD,EUR,B,118122854.4563055,SPOT
2021-04-14,Account,2021-04-14 17:12:18.680,EURUSD,EUR,S,176656108.1050895,SPOT
2021-04-14,Account,2021-04-14 20:11:38.044,EURUSD,EUR,S,15543130.08673489,SPOT
2021-04-14,Account,2021-04-14 20:17:16.678,EURUSD,EUR,S,40554497.81008065,SPOT
2021-04-14,Account,2021-04-14 21:58:29.672,EURUSD,EUR,S,57418606.66312277,SPOT
2021-04-15,Account,2021-04-15 08:20:32.096,EURUSD,EUR,B,47816882.53860921,SPOT
2021-04-15,Account,2021-04-15 11:01:12.611,EURUSD,EUR,S,199669199.9258474,SPOT
2021-04-15,Account,2021-04-15 13:58:41.195,EURUSD,EUR,S,45565630.18122688,SPOT
2021-04-15,Account,2021-04-15 15:18:06.745,EURUSD,EUR,S,119432301.8251453,SPOT
2021-04-15,Account,2021-04-15 15:43:41.338,EURUSD,EUR,B,183665009.7509846,SPOT
2021-04-15,Account,2021-04-15 15:51:40.777,EURUSD,EUR,B,42041060.41579507,SPOT
2021-04-15,Account,2021-04-15 18:40:10.194,EURUSD,EUR,S,105376244.7438203,SPOT
2021-04-15,Account,2021-04-15 19:43:04.201,EURUSD,EUR,S,17663760.89537516,SPOT
2021-04-15,Account,2021-04-15 20:31:21.533,EURUSD,EUR,S,118716794.7064154,SPOT
2021-04-15,Account,2021-04-15 21:32:16.961,EURUSD,EUR,B,85238569.66057792,SPOT
2021-04-16,Account,2021-04-16 09:51:20.841,EURUSD,EUR,S,50071912.90496849,SPOT
2021-04-16,Account,2021-04-16 12:18:46.124,EURUSD,EUR,B,39230654.12673168,SPOT
2021-04-16,Account,2021-04-16 15:52:22.448,EURUSD,EUR,S,38778424.5191142,SPOT
2021-04-16,Account,2021-04-16 16:37:57.563,EURUSD,EUR,B,46135828.52180116,SPOT
2021-04-16,Account,2021-04-16 18:07:34.451,EURUSD,EUR,S,16738410.86449102,SPOT
2021-04-16,Account,2021-04-16 19:00:48.652,EURUSD,EUR,S,48670208.59965123,SPOT
2021-04-16,Account,2021-04-16 19:04:59.298,EURUSD,EUR,S,122841567.7207522,SPOT
2021-04-16,Account,2021-04-16 19:52:17.097,EURUSD,EUR,S,98964480.60171679,SPOT
2021-04-16,Account,2021-04-16 20:42:28.040,EURUSD,EUR,B,50675743.78917925,SPOT
2021-04-16,Account,2021-04-16 20:59:59.608,EURUSD,EUR,B,57382803.17746103,SPOT
2021-04-16,Account,2021-04-16 20:59:59.608,EURUSD,EUR,S,23666415.90371728,SPOT
2021-04-16,Account,2021-04-16 20:59:59.608,EURUSD,EUR,S,42391188.39614093,SPOT
2021-04-16,Account,2021-04-16 20:59:59.608,EURUSD,EUR,B,234284098.1204063,SPOT
2021-04-19,Account,2021-04-19 07:42:00.895,EURUSD,EUR,B,22987676.27915367,SPOT
2021-04-19,Account,2021-04-19 10:21:41.611,EURUSD,EUR,B,55648705.36327362,SPOT
2021-04-19,Account,2021-04-19 11:52:22.864,EURUSD,EUR,S,105572803.2486513,SPOT
2021-04-19,Account,2021-04-19 13:08:34.050,EURUSD,EUR,S,40294394.3568971,SPOT
2021-04-19,Account,2021-04-19 13:47:32.838,EURUSD,EUR,S,18933514.19828832,SPOT
2021-04-19,Account,2021-04-19 15:03:53.488,EURUSD,EUR,B,198887315.1130974,SPOT
2021-04-19,Account,2021-04-19 15:31:47.922,EURUSD,EUR,B,121364724.5313041,SPOT
2021-04-19,Account,2021-04-19 15:33:27.027,EURUSD,EUR,S,91445537.7846025,SPOT
2021-04-19,Account,2021-04-19 16:06:23.719,EURUSD,EUR,B,22454250.75991079,SPOT
2021-04-19,Account,2021-04-19 17:28:02.006,EURUSD,EUR,S,55122062.20882945,SPOT
2021-04-19,Account,2021-04-19 18:34:03.386,EURUSD,EUR,B,81018577.32981443,SPOT
2021-04-19,Account,2021-04-19 20:02:02.064,EURUSD,EUR,B,15355720.26157752,SPOT
2021-04-20,Account,2021-04-20 08:39:47.168,EURUSD,EUR,S,77455113.51386085,SPOT
2021-04-20,Account,2021-04-20 10:35:23.759,EURUSD,EUR,S,42997775.55279434,SPOT
2021-04-20,Account,2021-04-20 11:39:42.310,EURUSD,EUR,B,177616513.2934693,SPOT
2021-04-20,Account,2021-04-20 14:34:20.248,EURUSD,EUR,S,123679101.9910015,SPOT
2021-04-20,Account,2021-04-20 15:44:15.337,EURUSD,EUR,B,196478722.6868793,SPOT
2021-04-20,Account,2021-04-20 15:44:29.817,EURUSD,EUR,S,40034784.71422568,SPOT
2021-04-20,Account,2021-04-20 18:32:27.415,EURUSD,EUR,B,41426019.24249902,SPOT
2021-04-20,Account,2021-04-20 20:12:17.514,EURUSD,EUR,B,43316311.22622639,SPOT
2021-04-20,Account,2021-04-20 20:15:09.835,EURUSD,EUR,S,245441348.4316319,SPOT
2021-04-20,Account,2021-04-20 20:35:00.565,EURUSD,EUR,B,157046101.2655869,SPOT
2021-04-21,Account,2021-04-21 08:15:31.458,EURUSD,EUR,S,134403728.612233,SPOT
2021-04-21,Account,2021-04-21 09:56:45.381,EURUSD,EUR,B,189068747.9171902,SPOT
2021-04-21,Account,2021-04-21 10:07:44.197,EURUSD,EUR,S,96838868.47924441,SPOT
2021-04-21,Account,2021-04-21 14:03:29.611,EURUSD,EUR,S,79049302.71906778,SPOT
2021-04-21,Account,2021-04-21 15:30:07.230,EURUSD,EUR,S,60915472.06742689,SPOT
2021-04-21,Account,2021-04-21 16:05:50.052,EURUSD,EUR,B,169894264.6791693,SPOT
2021-04-21,Account,2021-04-21 16:14:42.034,EURUSD,EUR,S,23164104.22092304,SPOT
2021-04-21,Account,2021-04-21 19:06:18.641,EURUSD,EUR,S,16543402.14794502,SPOT
2021-04-21,Account,2021-04-21 20:23:59.006,EURUSD,EUR,B,114496442.4078353,SPOT
2021-04-21,Account,2021-04-21 22:42:22.860,EURUSD,EUR,S,20283371.14723399,SPOT
2021-04-22,Account,2021-04-22 09:04:26.043,EURUSD,EUR,S,106086489.9773151,SPOT
2021-04-22,Account,2021-04-22 09:21:43.481,EURUSD,EUR,S,20323002.85995007,SPOT
2021-04-22,Account,2021-04-22 10:30:23.528,EURUSD,EUR,S,19909204.30514961,SPOT
2021-04-22,Account,2021-04-22 11:40:49.724,EURUSD,EUR,S,104768558.1143014,SPOT
2021-04-22,Account,2021-04-22 12:49:57.178,EURUSD,EUR,B,47887463.54170144,SPOT
2021-04-22,Account,2021-04-22 14:09:22.539,EURUSD,EUR,B,175351809.0758007,SPOT
2021-04-22,Account,2021-04-22 15:23:32.824,EURUSD,EUR,S,111285654.3506496,SPOT
2021-04-22,Account,2021-04-22 16:04:26.731,EURUSD,EUR,S,41801786.17825732,SPOT
2021-04-22,Account,2021-04-22 16:20:59.876,EURUSD,EUR,B,86274380.31835482,SPOT
2021-04-22,Account,2021-04-22 16:57:45.038,EURUSD,EUR,S,58371778.82203832,SPOT
2021-04-22,Account,2021-04-22 19:30:38.541,EURUSD,EUR,B,47837031.1902836,SPOT
2021-04-23,Account,2021-04-23 08:06:25.123,EURUSD,EUR,B,124124268.5238831,SPOT
2021-04-23,Account,2021-04-23 10:07:01.634,EURUSD,EUR,S,21033858.52416977,SPOT
2021-04-23,Account,2021-04-23 10:43:12.819,EURUSD,EUR,B,58660917.76406392,SPOT
2021-04-23,Account,2021-04-23 13:47:57.813,EURUSD,EUR,B,42902709.08968523,SPOT
2021-04-23,Account,2021-04-23 14:42:31.789,EURUSD,EUR,S,89623191.90613925,SPOT
2021-04-23,Account,2021-04-23 15:34:22.770,EURUSD,EUR,B,165312143.2405896,SPOT
2021-04-23,Account,2021-04-23 16:24:11.014,EURUSD,EUR,S,22879472.29342535,SPOT
2021-04-23,Account,2021-04-23 18:30:46.267,EURUSD,EUR,B,20052102.92525589,SPOT
2021-04-23,Account,2021-04-23 19:32:00.717,EURUSD,EUR,S,180332042.0207456,SPOT
2021-04-23,Account,2021-04-23 20:59:59.867,EURUSD,EUR,B,50199578.74319516,SPOT
2021-04-26,Account,2021-04-26 09:21:45.852,EURUSD,EUR,S,97439669.61978003,SPOT
2021-04-26,Account,2021-04-26 09:35:18.123,EURUSD,EUR,S,115513460.4428895,SPOT
2021-04-26,Account,2021-04-26 09:37:16.394,EURUSD,EUR,B,107132510.8758174,SPOT
2021-04-26,Account,2021-04-26 09:39:35.816,EURUSD,EUR,B,16841737.85848543,SPOT
2021-04-26,Account,2021-04-26 09:43:30.090,EURUSD,EUR,S,78787481.45885766,SPOT
2021-04-26,Account,2021-04-26 09:52:57.029,EURUSD,EUR,B,180709172.366187,SPOT
2021-04-26,Account,2021-04-26 10:33:27.228,EURUSD,EUR,B,104948214.9304822,SPOT
2021-04-26,Account,2021-04-26 11:42:54.961,EURUSD,EUR,S,59395248.77467193,SPOT
2021-04-26,Account,2021-04-26 12:32:01.368,EURUSD,EUR,B,16102792.46466234,SPOT
2021-04-26,Account,2021-04-26 14:40:35.565,EURUSD,EUR,B,88023038.96518424,SPOT
2021-04-26,Account,2021-04-26 18:15:23.796,EURUSD,EUR,B,111110271.9325572,SPOT
2021-04-26,Account,2021-04-26 18:30:16.458,EURUSD,EUR,S,80137975.38587824,SPOT
2021-04-27,Account,2021-04-27 09:53:59.794,EURUSD,EUR,S,112756574.0956925,SPOT
2021-04-27,Account,2021-04-27 11:37:50.226,EURUSD,EUR,B,218183059.1522157,SPOT
2021-04-27,Account,2021-04-27 13:21:51.163,EURUSD,EUR,B,56686671.99788615,SPOT
2021-04-27,Account,2021-04-27 14:27:55.643,EURUSD,EUR,B,196750003.0295923,SPOT
2021-04-27,Account,2021-04-27 15:20:59.230,EURUSD,EUR,B,142148132.3777698,SPOT
2021-04-27,Account,2021-04-27 15:40:22.425,EURUSD,EUR,B,179596555.4716531,SPOT
2021-04-27,Account,2021-04-27 15:51:21.127,EURUSD,EUR,S,123463829.0479779,SPOT
2021-04-27,Account,2021-04-27 16:09:24.203,EURUSD,EUR,S,19028688.55278939,SPOT
2021-04-27,Account,2021-04-27 17:31:17.188,EURUSD,EUR,B,247234393.5631216,SPOT
2021-04-27,Account,2021-04-27 18:11:59.191,EURUSD,EUR,B,50250279.61819433,SPOT
2021-04-27,Account,2021-04-27 18:31:56.529,EURUSD,EUR,S,119964051.7181251,SPOT
2021-04-27,Account,2021-04-27 18:32:08.278,EURUSD,EUR,S,139656190.4693954,SPOT
2021-04-27,Account,2021-04-27 22:15:39.518,EURUSD,EUR,B,53415190.18402323,SPOT
2021-04-27,Account,2021-04-27 22:52:48.082,EURUSD,EUR,S,102345221.9436876,SPOT
2021-04-28,Account,2021-04-28 07:44:03.041,EURUSD,EUR,B,20459772.78379723,SPOT
2021-04-28,Account,2021-04-28 08:01:55.511,EURUSD,EUR,S,42956763.12758587,SPOT
2021-04-28,Account,2021-04-28 08:05:24.441,EURUSD,EUR,B,43136765.69145173,SPOT
2021-04-28,Account,2021-04-28 15:32:26.300,EURUSD,EUR,S,89841563.48742545,SPOT
2021-04-28,Account,2021-04-28 16:48:23.507,EURUSD,EUR,S,52669074.24083911,SPOT
2021-04-28,Account,2021-04-28 17:29:17.675,EURUSD,EUR,S,162624571.4025572,SPOT
2021-04-28,Account,2021-04-28 18:21:12.609,EURUSD,EUR,S,165955022.4198028,SPOT
2021-04-28,Account,2021-04-28 19:10:33.804,EURUSD,EUR,B,18235328.71901989,SPOT
2021-04-28,Account,2021-04-28 20:41:00.113,EURUSD,EUR,S,168627950.2522666,SPOT
2021-04-28,Account,2021-04-28 21:34:47.664,EURUSD,EUR,B,51839244.69747581,SPOT
2021-04-28,Account,2021-04-28 21:48:27.612,EURUSD,EUR,S,19587288.20784017,SPOT
2021-04-28,Account,2021-04-28 22:04:32.795,EURUSD,EUR,S,24271714.66173604,SPOT
2021-04-29,Account,2021-04-29 07:07:50.852,EURUSD,EUR,B,18412574.15479049,SPOT
2021-04-29,Account,2021-04-29 07:16:04.321,EURUSD,EUR,B,21727258.19516927,SPOT
2021-04-29,Account,2021-04-29 07:58:52.685,EURUSD,EUR,S,113249755.0337575,SPOT
2021-04-29,Account,2021-04-29 08:11:55.929,EURUSD,EUR,B,39445392.52552204,SPOT
2021-04-29,Account,2021-04-29 08:52:37.310,EURUSD,EUR,B,22885173.84789884,SPOT
2021-04-29,Account,2021-04-29 11:06:27.380,EURUSD,EUR,S,208777058.4970713,SPOT
2021-04-29,Account,2021-04-29 11:20:35.697,EURUSD,EUR,B,108024669.7645634,SPOT
2021-04-29,Account,2021-04-29 13:35:45.768,EURUSD,EUR,S,77911228.25583443,SPOT
