ParentOrderID,Symbol,LegSymbols,TradeCurrency,NumChildEvents,NumParentEvents,Trader,Account,SubAccount,AlgoName,AlgoUrgency,LP,AvgChildOrderQuantityUSD,TradeQuantityUSD,SpreadPaidPMChildOrders,ArrivalTime,ArrivalPrice,LimitPrice,SubmissionTime,SubmissionPrice,FirstFillTime,FirstFillPrice,LastTime,LastPrice,OrderQuantityUSD,OrderQuantity,Side,CurrencyPositions,AllInPrice,AllInNetPrice,ExecutionScore,ReversalScore,PrincipalMid,RiskTransferPrice,TradeQuantity,SlippageToArrivalMidTradePM,SlippageToArrivalMidTradeNetPM,SlippageToArrivalMidRemainPM,RemainQuantity,Duration,SlippageToArrivalMidPM,SlippageToArrivalMidNetPM,Date,TWAPPrice,SlippageToTWAPMidPM,SlippageToTWAPMidNetPM,TradeIntensity,OrderIntensity,RiskTransferCostReportedPM,G10EM,TimeZoneArrive,TimeZoneEnd,TradeSizeBucketUSDM,HourArrive,HourEnd,RiskTransferCostStaticPM,DailyVolatilityPct,RiskTransferCostVolBumpPM,RiskTransferCostModelPM,ArrivalVolatilityPct,RiskTransferCostTradefeedrPM,AssumedRisk,SlippageToArrivalMidRemainNetPM,ArrivalMidPerfBPS,ArrivalMidPerfTradeBPS,ArrivalMidPerfRemainBPS,ArrivalMidPerfNetBPS,ArrivalMidPerfTradeNetBPS,ArrivalMidPerfRemainNetBPS,TWAPMidPerfBPS,TWAPMidPerfNetBPS,SubmissionMidPerfTradeBPS,SubmissionMidPerfTradeNetBPS,FirstFillMidPerfTradeBPS,FirstFillMidPerfTradeNetBPS,SubmissionMidPerfRemainBPS,SubmissionMidPerfRemainNetBPS,FirstFillMidPerfRemainBPS,FirstFillMidPerfRemainNetBPS,SubmissionMidPerfBPS,SubmissionMidPerfNetBPS,FirstFillMidPerfBPS,FirstFillMidPerfNetBPS,TWAPPriceSubmission,TWAPPriceArrival,TWAPPriceFirstFill,TWAPPriceHalfSpeed,TWAPSubmissionMidPerfBPS,TWAPArrivalMidPerfBPS,TWAPFirstFillMidPerfBPS,TWAPHalfSpeedMidPerfBPS,ReversalBPSNeg10s,ReversalBPSNeg5s,ReversalBPSNeg1s,ReversalBPS0,ReversalBPS1s,ReversalBPS5s,ReversalBPS10s,ReversalBPS30s,ReversalBPS1m,ReversalBPS5m,ReversalBPS10m,SlippageToArrivalMidTradeUserPM,SlippageToArrivalMidTradeBankPM,ArrivalMidPerfTradeUserBPS,ArrivalMidPerfTradeBankBPS,UploadID,UploadedBy,ModifiedBy
20180913-A09,EURUSD,['EURUSD'],EUR,10,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP3,11734106.96,140848556.9,25.26115402,1.53686E+12,1.16871,,1.53686E+12,1.16871,1.53686E+12,1.16867,1.53686E+12,1.168955,233791000,200000000,B,"OrderedDict([('EUR', 120491000.0), ('USD', -140812840.56)])",1.168658578,1.168658578,44.99703615,100,,,120491000,-43.99908338,-43.99908338,209.632843,79509000,634,56.83102081,56.83102081,13/09/2018,1.16865111,6.390455147,6.390455147,13.32951643,22.12533123,,G10,NewYork,NewYork,100-200,18,18,500,6.379592325,,,4.857712489,474.8140333,3.442551248,209.632843,-0.568310208,0.439990834,-2.09632843,-0.568310208,0.439990834,-2.09632843,-0.063595678,-0.063904551,0.439990834,0.439990834,0.097736476,0.097736476,-2.09632843,-2.09632843,-2.438669599,-2.438669599,-0.568310208,-0.568310208,-0.910599077,-0.910599077,1.168651146,1.168651146,1.168647199,1.168974855,-0.063595678,-0.063595678,-0.097370333,2.705590461,-0.598825447,-0.213866231,0,0,0,-0.855464924,-1.839249586,-2.095889063,-2.823034249,-3.293539957,-3.293539957,0,-43.99908338,0,0.439990834,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180913-A10,EURUSD,['EURUSD'],EUR,7,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP1,13427768.14,120898419,24.42132494,1.53686E+12,1.16859,,1.53686E+12,1.16859,1.53686E+12,1.16859,1.53686E+12,1.1694,233880000,200000000,S,"OrderedDict([('EUR', -103385000.0), ('USD', 120846961.93)])",1.168902358,1.168902358,20.37306709,21.42094578,,,103385000,-267.2948412,-267.2948412,-693.1430185,96615000,658,-473.0114495,-473.0114495,13/09/2018,1.169151581,213.1658518,213.1658518,11.02417195,21.32644377,,G10,NewYork,NewYork,100-200,18,18,500,6.379592325,,,4.855781654,483.3426734,3.507104706,-693.1430185,4.730114495,2.672948412,6.931430185,4.730114495,2.672948412,6.931430185,-2.068616503,-2.131658518,2.672948412,2.672948412,2.672948412,2.672948412,6.931430185,6.931430185,6.931430185,6.931430185,4.730114495,4.730114495,4.730114495,4.730114495,1.169144209,1.169144209,1.169146749,1.169164118,-2.068616503,-2.068616503,-2.090335421,-2.238862825,-0.042756969,0,0,0,0,0.213784847,0.299298786,0,-0.085513939,-3.420557551,-1.838549684,0,-267.2948412,0,2.672948412,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180913-A11,EURUSD,['EURUSD'],EUR,10,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP3,2158403.758,25894664.33,17.4980777,1.53686E+12,1.16907,,1.53686E+12,1.16907,1.53686E+12,1.16907,1.53687E+12,1.16869,116869000,100000000,S,"OrderedDict([('EUR', -22157000.0), ('USD', 25900391.880000003)])",1.168948518,1.168948518,25.68230512,79.72432742,,,22157000,103.9131523,103.9131523,325.0446936,77843000,702,276.048578,276.048578,13/09/2018,1.169041869,79.85230974,79.85230974,2.213219174,9.988803419,,G10,NewYork,NewYork,0-50,18,19,500,6.379592325,,,4.895208653,301.8556537,3.622466195,325.0446936,-2.76048578,-1.039131523,-3.250446936,-2.76048578,-1.039131523,-3.250446936,-0.801413378,-0.798523097,-1.039131523,-1.039131523,-1.039131523,-1.039131523,-3.250446936,-3.250446936,-3.250446936,-3.250446936,-2.76048578,-2.76048578,-2.76048578,-2.76048578,1.169042207,1.169042207,1.169042207,1.16894365,-0.801413378,-0.801413378,-0.801413378,0.041643963,0.08556589,0.08556589,0,0,0,-0.51339534,-0.34226356,-0.385046505,0.34226356,2.05358136,0.77009301,0,103.9131523,0,-1.039131523,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180913-A12,EURUSD,['EURUSD'],EUR,21,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP2,1133094.694,26062020.41,29.7227547,1.53687E+12,1.168815,,1.53687E+12,1.168815,1.53687E+12,1.168805,1.53687E+12,1.169015,58450750,50000000,B,"OrderedDict([('EUR', 22294000.0), ('USD', -26061952.580000006)])",1.169011963,1.169011963,16.09721914,19.06956328,,,22294000,168.5154414,168.5154414,171.1134782,27706000,102,169.9550655,169.9550655,13/09/2018,1.168948878,53.96776113,53.96776113,15.33060024,34.38279412,,G10,NewYork,NewYork,0-50,19,20,500,6.379592325,,,5.04747716,217.3542786,1.380816192,171.1134782,-1.699550655,-1.685154414,-1.711134782,-1.699550655,-1.685154414,-1.711134782,-0.549492653,-0.539677611,-1.685154414,-1.685154414,-1.770726302,-1.770726302,-1.711134782,-1.711134782,-1.796706893,-1.796706893,-1.699550655,-1.699550655,-1.785122667,-1.785122667,1.168947731,1.168947731,1.16895813,1.168977461,-0.549492653,-0.549492653,-0.460523735,-0.295151965,0,-0.042771051,-0.042771051,0,0,0,0,-0.171084203,0.128313153,-0.556023661,-0.898192068,0,168.5154414,0,-1.685154414,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180914-A00,EURUSD,['EURUSD'],EUR,20,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP3,2363386.101,51991875.18,14.61875938,1.53691E+12,1.170785,,1.53691E+12,1.170785,1.53691E+12,1.170815,1.53692E+12,1.17054,117054000,100000000,B,"OrderedDict([('EUR', 44417000.0), ('USD', -51995254.31)])",1.170616093,1.170616093,37.06645519,64.19512363,,,44417000,-144.2679485,-144.2679485,-209.2613076,55583000,868,-180.3932073,-180.3932073,14/09/2018,1.170578531,32.08853848,32.08853848,3.593908423,8.091290323,,G10,London,London,50-100,8,8,500,6.593685115,,,7.986612461,288.6663016,4.163234984,-209.2613076,1.803932073,1.442679485,2.092613076,1.803932073,1.442679485,2.092613076,-0.32085071,-0.320885385,1.442679485,1.442679485,1.698874289,1.698874289,2.092613076,2.092613076,2.348791227,2.348791227,1.803932073,1.803932073,2.06011762,2.06011762,1.170578535,1.170578535,1.170574186,1.17058942,-0.32085071,-0.32085071,-0.358008533,-0.227860953,0.21357664,-0.085430656,0,0,0,-0.085430656,-0.512583936,-0.811591231,-0.939737215,-1.495036479,-0.854306559,0,-144.2679485,0,1.442679485,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180914-A01,EURUSD,['EURUSD'],EUR,11,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP2,7490557.785,97327785.96,5.444854865,1.53692E+12,1.17006,,1.53692E+12,1.17006,1.53692E+12,1.16971,1.53693E+12,1.16892,233784000,200000000,S,"OrderedDict([('EUR', -83263000.0), ('USD', 97376721.00000001)])",1.169507804,1.169507804,51.75210625,89.92755133,,,83263000,471.9380669,471.9380669,974.3090098,116737000,2161,765.1644507,765.1644507,14/09/2018,1.169553527,39.09442377,39.09442377,2.702298546,6.49099491,,G10,London,London,50-100,11,11,500,6.593685115,,,7.42476802,448.1606366,6.568987646,974.3090098,-7.651644507,-4.719380669,-9.743090098,-7.651644507,-4.719380669,-9.743090098,-0.391941075,-0.390944238,-4.719380669,-4.719380669,-1.728598153,-1.728598153,-9.743090098,-9.743090098,-6.753810774,-6.753810774,-7.651644507,-7.651644507,-4.661739382,-4.661739382,1.169553644,1.169553644,1.169524314,1.169362347,-0.391941075,-0.391941075,-0.141165121,1.243898494,0.085549054,0,0,0,0.085549054,0.427745269,0.256647161,-0.598843377,-1.283235807,0.427745269,2.138726346,0,471.9380669,0,-4.719380669,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180914-A02,EURUSD,['EURUSD'],EUR,9,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP1,10716350.27,117844897.5,30.3307131,1.53693E+12,1.16671,,1.53693E+12,1.16671,1.53693E+12,1.16671,1.53693E+12,1.16625,233250000,200000000,S,"OrderedDict([('EUR', -101046000.0), ('USD', 117876277.58000003)])",1.166560566,1.166560566,63.5779307,91.02736858,,,101046000,128.0818709,128.0818709,394.2710699,98954000,312,259.7843009,259.7843009,14/09/2018,1.166529945,-26.24934366,-26.24934366,22.66248029,44.85576923,,G10,London,London,100-200,13,13,500,6.593685115,,,10.00586299,403.7079094,2.496021711,394.2710699,-2.597843009,-1.280818709,-3.942710699,-2.597843009,-1.280818709,-3.942710699,0.241415394,0.262493437,-1.280818709,-1.280818709,-1.280818709,-1.280818709,-3.942710699,-3.942710699,-3.942710699,-3.942710699,-2.597843009,-2.597843009,-2.597843009,-2.597843009,1.166532404,1.166532404,1.166531829,1.16643576,0.241415394,0.241415394,0.246342741,1.069971884,-0.643086817,-0.471596999,0,0,0,0,-0.257234727,1.672025723,0.38585209,2.615219721,3.729903537,0,128.0818709,0,-1.280818709,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180914-A03,EURUSD,['EURUSD'],EUR,18,2,Algo,Algo,DefaultSubAccount,Sweep,,LP2,2584953.518,51698405.5,60.34054342,1.53694E+12,1.16639,,1.53694E+12,1.16639,1.53694E+12,1.16639,1.53694E+12,1.166375,116637500,100000000,B,"OrderedDict([('EUR', 44324000.0), ('USD', -51702189.910000004)])",1.166460381,1.166460381,0,0,,,44324000,60.34054342,60.34054342,-12.86019256,55676000,5,19.58530166,19.58530166,14/09/2018,1.166389063,61.1443546,61.1443546,620.380866,1399.65,,G10,London,London,50-100,15,15,500,6.593685115,,,9.987990649,239.0023319,0.315977431,-12.86019256,-0.195853017,-0.603405434,0.128601926,-0.195853017,-0.603405434,0.128601926,-0.610221725,-0.611443546,-0.603405434,-0.603405434,-0.603405434,-0.603405434,0.128601926,0.128601926,0.128601926,0.128601926,-0.195853017,-0.195853017,-0.195853017,-0.195853017,1.166389205,1.166389205,1.166389205,1.166385361,-0.610221725,-0.610221725,-0.610221725,-0.643179734,0.08573572,-0.128603579,-0.128603579,0,0,-0.04286786,-0.214339299,0.214339299,0.643017897,-0.514414318,3.858107384,0,60.34054342,0,-0.603405434,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180914-A04,USDJPY,['USDJPY'],USD,11,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP3,19772000,257036000,23.45915939,1.53695E+12,112.012,,1.53695E+12,112.012,1.53695E+12,112.004,1.53695E+12,112.0215,500000000,500000000,B,"OrderedDict([('USD', 257036000.0), ('JPY', -28797102813.080006)])",112.03529,112.03529,37.81042795,8.209226479,,,257036000,207.92459,207.92459,84.81234153,242964000,1607,148.1009013,148.1009013,14/09/2018,112.0316732,32.28406729,32.28406729,9.596863721,18.66832607,,G10,NewYork,NewYork,200-500,18,19,500,4.405820146,,,3.810975641,748.0881151,3.785101773,84.81234153,-1.481009013,-2.0792459,-0.848123415,-1.481009013,-2.0792459,-0.848123415,-0.329077271,-0.322840673,-2.0792459,-2.0792459,-2.793654617,-2.793654617,-0.848123415,-0.848123415,-1.562444198,-1.562444198,-1.481009013,-1.481009013,-2.195375001,-2.195375001,112.0316033,112.0316033,112.0325907,112.0198954,-0.329077271,-0.329077271,-0.240946718,-1.374275947,-0.490977178,0.044634289,0,0,0,-0.44634289,-0.490977178,-0.535611467,-0.580245756,0.223171445,1.160491513,0,207.92459,0,-2.0792459,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A00,USDCAD,['USDCAD'],USD,19,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP2,2172333.333,45619000,31.40603227,1.53717E+12,1.302705,,1.53717E+12,1.302705,1.53717E+12,1.302705,1.53717E+12,1.302685,100000000,100000000,S,"OrderedDict([('USD', -45619000.0), ('CAD', 59419501.67)])",1.302516532,1.302516532,25.09677878,1.844884033,,,45619000,144.6744063,144.6744063,15.35267002,54381000,154,74.34795291,74.34795291,17/09/2018,1.302580632,49.20988049,49.20988049,17.77363636,38.96103896,,G10,London,London,0-50,8,8,500,7.189662722,,,7.262107477,431.651757,1.912104996,15.35267002,-0.743479529,-1.446744063,-0.1535267,-0.743479529,-1.446744063,-0.1535267,-0.502529013,-0.492098805,-1.446744063,-1.446744063,-1.446744063,-1.446744063,-0.1535267,-0.1535267,-0.1535267,-0.1535267,-0.743479529,-0.743479529,-0.743479529,-0.743479529,1.30258199,1.30258199,1.302581167,1.302635348,-0.502529013,-0.502529013,-0.496208069,-0.912123621,-0.076764529,-0.076764529,0,0,0,-0.076764529,-0.076764529,0.537351701,-0.230293586,1.304996987,1.765584159,0,144.6744063,0,-1.446744063,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A01,EURUSD,['EURUSD'],EUR,10,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP1,10477216.68,125712843.6,26.64933273,1.53717E+12,1.16551,,1.53717E+12,1.16551,1.53717E+12,1.16541,1.53717E+12,1.165065,233013000,200000000,B,"OrderedDict([('EUR', 107902000.0), ('USD', -125729950.68000002)])",1.165223562,1.165223562,45.848299,13.15778201,,,107902000,-245.7618379,-245.7618379,-381.8071059,92098000,619,-308.4093234,-308.4093234,17/09/2018,1.165257637,-29.2421442,-29.2421442,12.18541295,22.58607431,,G10,London,London,100-200,8,8,500,6.647769163,,,8.188579137,481.418078,3.544574538,-381.8071059,3.084093234,2.457618379,3.818071059,3.084093234,2.457618379,3.818071059,0.30692013,0.292421442,2.457618379,2.457618379,1.599762141,1.599762141,3.818071059,3.818071059,2.960331557,2.960331557,3.084093234,3.084093234,2.226290752,2.226290752,1.165259326,1.165259326,1.165195961,1.165104472,0.30692013,0.30692013,-0.236876487,-1.022139125,0.04291606,-0.386244544,-0.04291606,0,0.300412423,0.643740907,0.386244544,0.214580302,0,2.317467266,2.188719084,0,-245.7618379,0,2.457618379,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A02,EURUSD,['EURUSD'],EUR,10,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP1,7947268.957,95368883.61,14.47001277,1.53718E+12,1.165005,,1.53718E+12,1.165005,1.53718E+12,1.16497,1.53718E+12,1.16501,233002000,200000000,B,"OrderedDict([('EUR', 81861000.0), ('USD', -95368607.45)])",1.165006631,1.165006631,51.39737822,83.89365696,,,81861000,1.400373296,1.400373296,4.291827074,118139000,1444,3.108340585,3.108340585,17/09/2018,1.165001198,4.663671854,4.663671854,3.962695995,9.681523546,,G10,London,London,50-100,9,9,500,6.647769163,,,7.605213446,489.8412841,5.413802217,4.291827074,-0.031083406,-0.014003733,-0.042918271,-0.031083406,-0.014003733,-0.042918271,-0.046616528,-0.046636719,-0.014003733,-0.014003733,-0.314441075,-0.314441075,-0.042918271,-0.042918271,-0.343356481,-0.343356481,-0.031083406,-0.031083406,-0.331521261,-0.331521261,1.165001201,1.165001201,1.164990309,1.165059062,-0.046616528,-0.046616528,-0.140109404,0.450023792,0,0,0,0,0,-0.643771298,-0.171672346,-0.171672346,-0.515017038,-1.587969202,-2.060068154,0,1.400373296,0,-0.014003733,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A03,EURUSD,['EURUSD'],EUR,14,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP1,8520623.297,136339173.1,25.60023984,1.53718E+12,1.16595,,1.53718E+12,1.16595,1.53718E+12,1.16581,1.53718E+12,1.16588,233176000,200000000,S,"OrderedDict([('EUR', -116941000.0), ('USD', 136326482.67000002)])",1.165771496,1.165771496,37.24812321,22.43884129,,,116941000,153.0970462,153.0970462,60.0368798,83059000,663,114.4496244,114.4496244,17/09/2018,1.165789561,15.49591869,15.49591869,12.3383867,21.10190045,,G10,London,London,100-200,10,10,500,6.647769163,,,6.940767794,474.7985157,3.668390442,60.0368798,-1.144496244,-1.530970462,-0.600368798,-1.144496244,-1.530970462,-0.600368798,-0.155741878,-0.154959187,-1.530970462,-1.530970462,-0.330272523,-0.330272523,-0.600368798,-0.600368798,0.600440895,0.600440895,-1.144496244,-1.144496244,0.056248106,0.056248106,1.165789653,1.165789653,1.165781506,1.165879224,-0.155741878,-0.155741878,-0.085859865,-0.923998117,0.171544241,0,0,0,-0.171544241,-0.171544241,-0.171544241,-0.128658181,-0.686176965,0.943493327,-0.214430302,0,153.0970462,0,-1.530970462,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A04,AUDUSD,['AUDUSD'],AUD,24,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP3,3392048.519,88127800.1,8.943880594,1.53718E+12,0.7173,,1.53718E+12,0.7173,1.53718E+12,0.717295,1.53718E+12,0.7169,143380000,200000000,S,"OrderedDict([('AUD', -122929000.0), ('USD', 88192472.70000002)])",0.717426125,0.717426125,53.26933785,96.86615789,,,122929000,-175.8329764,-175.8329764,557.6467308,77071000,1947,106.8170961,106.8170961,17/09/2018,0.717382532,-60.76729723,-60.76729723,2.715802777,4.418489985,,G10,London,London,50-100,10,11,500,8.11091617,,,7.737820664,823.0558862,7.670006763,557.6467308,-1.068170961,1.758329764,-5.576467308,-1.068170961,1.758329764,-5.576467308,0.608782205,0.607672972,1.758329764,1.758329764,1.828048348,1.828048348,-5.576467308,-5.576467308,-5.506799852,-5.506799852,-1.068170961,-1.068170961,-0.99847208,-0.99847208,0.717382452,0.717382452,0.717383669,0.717294535,0.608782205,0.608782205,0.591815139,1.834527772,1.185660483,1.046171014,1.046171014,0,0.209234203,0.348723671,0.278978937,0.418468406,0.557957874,1.883107825,3.487236714,0,-175.8329764,0,1.758329764,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A05,EURUSD,['EURUSD'],EUR,7,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP2,2548598.466,22947962.88,9.222498076,1.53719E+12,1.166425,,1.53719E+12,1.166425,1.53719E+12,1.16641,1.53719E+12,1.16736,58368000,50000000,B,"OrderedDict([('EUR', 19658000.0), ('USD', -22937597.730000004)])",1.166832872,1.166832872,53.53166464,70.27596216,,,19658000,349.676887,349.676887,801.594616,30342000,742,623.9186417,623.9186417,17/09/2018,1.166893878,-52.28083047,-52.28083047,1.855630422,4.719784367,,G10,London,London,0-50,11,12,500,6.647769163,,,8.141264861,154.3955065,3.880795353,801.594616,-6.239186417,-3.49676887,-8.01594616,-6.239186417,-3.49676887,-8.01594616,0.522172058,0.522808305,-3.49676887,-3.49676887,-3.625413559,-3.625413559,-8.01594616,-8.01594616,-8.144648966,-8.144648966,-6.239186417,-6.239186417,-6.367866373,-6.367866373,1.166893804,1.166893804,1.166900876,1.167012011,0.522172058,0.522172058,0.582775181,1.535021053,-0.29982182,0,0,0,0,0.428316886,0.770970395,0.042831689,-0.59964364,2.398574561,3.640693531,0,349.676887,0,-3.49676887,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A06,USDNOK,['USDNOK'],USD,16,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP3,2460166.667,44283000,6.575313585,1.53719E+12,8.176545,,1.53719E+12,8.176545,1.53719E+12,8.176425,1.53719E+12,8.17442,100000000,100000000,S,"OrderedDict([('USD', -44283000.0), ('NOK', 362050718.14)])",8.175839897,8.175839897,61.96548152,19.34611855,,,44283000,86.23488597,86.23488597,259.8897211,55717000,1121,182.9901505,182.9901505,17/09/2018,8.175478934,-44.151883,-44.151883,2.370187333,5.352363961,,G10,London,London,0-50,13,13,500,7.478408733,,,9.865007752,852.1062316,5.366051822,259.8897211,-1.829901505,-0.86234886,-2.598897211,-1.829901505,-0.86234886,-2.598897211,0.440521545,0.44151883,-0.86234886,-0.86234886,-0.715598108,-0.715598108,-2.598897211,-2.598897211,-2.452171946,-2.452171946,-1.829901505,-1.829901505,-1.683164953,-1.683164953,8.175479749,8.175479749,8.175345363,8.177491182,0.440521545,0.440521545,0.60490845,-2.019305811,0.042816493,0.012233284,-0.036699851,0,0,0.006116642,0.006116642,0.055049777,1.058179051,6.550923491,7.089187979,0,86.23488597,0,-0.86234886,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A07,EURUSD,['EURUSD'],EUR,6,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP2,2376462.399,19010501.68,6.046803016,1.5372E+12,1.16936,,1.5372E+12,1.16936,1.5372E+12,1.16924,1.5372E+12,1.16887,58443500,50000000,B,"OrderedDict([('EUR', 16264000.0), ('USD', -19011814.150000002)])",1.168950746,1.168950746,57.85824336,37.80986975,,,16264000,-349.9813635,-349.9813635,-419.0326332,33736000,820,-396.5716362,-396.5716362,17/09/2018,1.169023766,-62.46237077,-62.46237077,1.391012318,4.276353659,,G10,London,London,0-50,14,14,500,6.647769163,,,11.04340037,142.4858575,4.07967639,-419.0326332,3.965716362,3.499813635,4.190326332,3.965716362,3.499813635,4.190326332,0.635494578,0.624623708,3.499813635,3.499813635,2.473865137,2.473865137,4.190326332,4.190326332,3.164448702,3.164448702,3.965716362,3.965716362,2.93981568,2.93981568,1.169025037,1.169025037,1.168991926,1.168952151,0.635494578,0.635494578,0.352274086,0.012022463,-0.213881783,-0.085552713,0,0,-0.042776357,0.171105427,-0.085552713,0.470539923,0.171105427,0.427763567,0.427763567,0,-349.9813635,0,3.499813635,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A08,AUDUSD,['AUDUSD'],AUD,21,2,Algo,Algo,DefaultSubAccount,Sweep,,LP2,1390764.124,31987574.85,60.33686546,1.5372E+12,0.718725,,1.5372E+12,0.718725,1.5372E+12,0.718725,1.5372E+12,0.718725,71872500,100000000,S,"OrderedDict([('AUD', -44506000.0), ('USD', 31985644.820000004)])",0.718681634,0.718681634,0,0,,,44506000,60.33686546,60.33686546,0,55494000,5,26.85352534,26.85352534,17/09/2018,0.718725,60.33686546,60.33686546,383.8508982,862.47,,G10,London,London,0-50,16,16,500,8.11091617,,,7.745338064,539.1038552,0.388684993,0,-0.268535253,-0.603368655,0,-0.268535253,-0.603368655,0,-0.603368655,-0.603368655,-0.603368655,-0.603368655,-0.603368655,-0.603368655,0,0,0,0,-0.268535253,-0.268535253,-0.268535253,-0.268535253,0.718725,0.718725,0.718725,0.718723651,-0.603368655,-0.603368655,-0.603368655,-0.584594751,-0.208702911,0,0,0,0,-0.278270549,-0.278270549,-0.278270549,-0.97394692,0.695676371,-0.904379283,0,60.33686546,0,-0.603368655,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180917-A09,EURUSD,['EURUSD'],EUR,12,2,Algo,Algo,DefaultSubAccount,Sweep,,LP3,4059144.886,56828028.4,60.33554386,1.5372E+12,1.16882,,1.5372E+12,1.16882,1.5372E+12,1.16882,1.5372E+12,1.16882,116882000,100000000,B,"OrderedDict([('EUR', 48620000.0), ('USD', -56831457.150000006)])",1.168890521,1.168890521,100,0,,,48620000,60.33554386,60.33554386,0,51380000,6,29.33514142,29.33514142,17/09/2018,1.16882,60.33554386,60.33554386,568.280284,1168.82,,G10,London,London,50-100,16,16,500,6.647769163,,,7.027321399,249.935507,0.348975079,0,-0.293351414,-0.603355439,0,-0.293351414,-0.603355439,0,-0.603355439,-0.603355439,-0.603355439,-0.603355439,-0.603355439,-0.603355439,0,0,0,0,-0.293351414,-0.293351414,-0.293351414,-0.293351414,1.16882,1.16882,1.16882,1.168819709,-0.603355439,-0.603355439,-0.603355439,-0.60584762,-0.256669119,0,0,0,0,-0.171112746,-0.598894612,-1.197789223,-0.898341917,-0.256669119,-1.625571089,0,60.33554386,0,-0.603355439,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180918-A00,EURUSD,['EURUSD'],EUR,24,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP2,2110073.13,54867397.68,14.07388334,1.53726E+12,1.168385,,1.53726E+12,1.168385,1.53726E+12,1.168455,1.53726E+12,1.16856,116856000,100000000,B,"OrderedDict([('EUR', 46953000.0), ('USD', -54862673.510000005)])",1.168459402,1.168459402,45.7433799,21.66368558,,,46953000,63.6793853,63.6793853,149.7793963,53047000,788,109.3528582,109.3528582,18/09/2018,1.168444838,12.4643735,12.4643735,4.177720636,8.897664975,,G10,London,London,50-100,8,8,500,6.287740968,,,7.976588693,275.2998275,3.782688762,149.7793963,-1.093528582,-0.636793853,-1.497793963,-1.093528582,-0.636793853,-1.497793963,-0.13031744,-0.124643735,-0.636793853,-0.636793853,-0.037674011,-0.037674011,-1.497793963,-1.497793963,-0.89862254,-0.89862254,-1.093528582,-1.093528582,-0.494381377,-0.494381377,1.168444175,1.168444175,1.168447239,1.168382939,-0.13031744,-0.13031744,-0.104091818,-0.654437169,-0.213938523,-0.171150818,0.085575409,0,-0.128363114,-0.128363114,0.085575409,0.085575409,0.427877045,2.909563908,0.599027863,0,63.6793853,0,-0.636793853,6.00855E+17,TRADEFEEDR,TRADEFEEDR
